trip_id,full_date,day_name,month_name,year,hour_of_day,time_period,pickup_area,pickup_location_type,dropoff_area,dropoff_location_type,trip_category,distance_miles,duration_minutes,fare,tip,total_earnings,estimated_cost,net_profit,earnings_per_mile,earnings_per_hour,profit_per_hour
7191,2026-06-20,Saturday,June     ,2026,14,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,32.87,118.00,73.40,0.00,73.40,9.20,64.20,2.23,37.32,32.64
5683,2026-06-20,Saturday,June     ,2026,0,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,12.59,43.00,25.48,0.00,25.48,3.53,21.95,2.02,35.55,30.63
40320,2026-06-20,Saturday,June     ,2026,20,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,30.13,150.00,37.70,0.00,37.70,8.44,29.26,1.25,15.08,11.71
7485,2026-06-20,Saturday,June     ,2026,2,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,2.37,5.00,3.94,0.00,3.94,0.66,3.28,1.66,47.28,39.32
32381,2026-06-20,Saturday,June     ,2026,5,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,5.57,23.00,11.61,0.00,11.61,1.56,10.05,2.08,30.29,26.22
37056,2026-06-20,Saturday,June     ,2026,6,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,18.15,89.00,41.79,0.00,41.79,5.08,36.71,2.30,28.17,24.75
27291,2026-06-20,Saturday,June     ,2026,12,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,7.29,30.00,16.31,0.00,16.31,2.04,14.27,2.24,32.62,28.54
6676,2026-06-20,Saturday,June     ,2026,21,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,10.06,38.00,27.04,0.00,27.04,2.82,24.22,2.69,42.69,38.25
32137,2026-06-20,Saturday,June     ,2026,21,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,23.75,58.00,40.01,0.00,40.01,6.65,33.36,1.68,41.39,34.51
19683,2026-06-20,Saturday,June     ,2026,4,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,19.75,67.00,35.59,0.00,35.59,5.53,30.06,1.80,31.87,26.92
19801,2026-06-20,Saturday,June     ,2026,2,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,16.50,53.00,37.38,0.00,37.38,4.62,32.76,2.27,42.32,37.09
20466,2026-06-20,Saturday,June     ,2026,5,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,31.27,117.00,57.38,0.00,57.38,8.76,48.62,1.83,29.43,24.94
42327,2026-06-20,Saturday,June     ,2026,11,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,19.04,76.00,31.04,0.00,31.04,5.33,25.71,1.63,24.51,20.30
11067,2026-06-20,Saturday,June     ,2026,0,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,13.41,61.00,30.11,0.00,30.11,3.75,26.36,2.25,29.62,25.92
48617,2026-06-20,Saturday,June     ,2026,17,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,20.77,96.00,48.00,0.00,48.00,5.82,42.18,2.31,30.00,26.37
10031,2026-06-20,Saturday,June     ,2026,3,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,14.25,34.00,21.77,0.00,21.77,3.99,17.78,1.53,38.42,31.38
44281,2026-06-20,Saturday,June     ,2026,9,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,27.84,83.00,71.76,0.00,71.76,7.80,63.96,2.58,51.87,46.24
42372,2026-06-19,Friday,June     ,2026,6,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,25.38,109.00,30.84,0.00,30.84,7.11,23.73,1.22,16.98,13.06
22277,2026-06-19,Friday,June     ,2026,19,Premium,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,16.64,58.00,34.38,0.00,34.38,4.66,29.72,2.07,35.57,30.75
15924,2026-06-19,Friday,June     ,2026,0,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,6.80,26.00,14.70,0.00,14.70,1.90,12.80,2.16,33.92,29.53
42398,2026-06-19,Friday,June     ,2026,19,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,31.65,149.00,66.07,0.00,66.07,8.86,57.21,2.09,26.61,23.04
33519,2026-06-19,Friday,June     ,2026,2,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,14.72,34.00,34.43,0.00,34.43,4.12,30.31,2.34,60.76,53.49
4405,2026-06-19,Friday,June     ,2026,18,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,27.85,71.00,69.97,0.00,69.97,7.80,62.17,2.51,59.13,52.54
31452,2026-06-19,Friday,June     ,2026,1,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,26.04,109.00,67.31,0.00,67.31,7.29,60.02,2.58,37.05,33.04
1665,2026-06-19,Friday,June     ,2026,4,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,6.93,28.00,17.16,0.00,17.16,1.94,15.22,2.48,36.77,32.61
34247,2026-06-19,Friday,June     ,2026,5,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,1.00,4.00,2.24,0.00,2.24,0.28,1.96,2.24,33.60,29.40
10275,2026-06-19,Friday,June     ,2026,21,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,8.32,28.00,19.82,0.00,19.82,2.33,17.49,2.38,42.47,37.48
47375,2026-06-19,Friday,June     ,2026,7,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,5.44,18.00,7.11,0.00,7.11,1.52,5.59,1.31,23.70,18.62
20539,2026-06-19,Friday,June     ,2026,13,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,9.44,21.00,16.66,0.00,16.66,2.64,14.02,1.76,47.60,40.05
45366,2026-06-19,Friday,June     ,2026,8,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,30.92,113.00,37.26,0.00,37.26,8.66,28.60,1.21,19.78,15.19
48524,2026-06-19,Friday,June     ,2026,7,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,13.00,56.00,32.98,0.00,32.98,3.64,29.34,2.54,35.34,31.44
42667,2026-06-19,Friday,June     ,2026,15,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,31.80,86.00,57.22,0.00,57.22,8.90,48.32,1.80,39.92,33.71
41989,2026-06-19,Friday,June     ,2026,5,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,20.07,81.00,27.07,0.00,27.07,5.62,21.45,1.35,20.05,15.89
44659,2026-06-19,Friday,June     ,2026,21,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,23.71,62.00,47.61,0.00,47.61,6.64,40.97,2.01,46.07,39.65
24685,2026-06-19,Friday,June     ,2026,2,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,28.08,114.00,46.32,0.00,46.32,7.86,38.46,1.65,24.38,20.24
44055,2026-06-19,Friday,June     ,2026,4,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,29.38,84.00,60.60,0.00,60.60,8.23,52.37,2.06,43.29,37.41
5413,2026-06-19,Friday,June     ,2026,0,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,26.53,67.00,38.79,0.00,38.79,7.43,31.36,1.46,34.74,28.09
48672,2026-06-19,Friday,June     ,2026,23,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,30.95,137.00,68.20,0.00,68.20,8.67,59.53,2.20,29.87,26.07
25435,2026-06-19,Friday,June     ,2026,11,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,7.24,17.00,14.21,0.00,14.21,2.03,12.18,1.96,50.15,43.00
47789,2026-06-19,Friday,June     ,2026,15,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,25.80,107.00,46.14,0.00,46.14,7.22,38.92,1.79,25.87,21.82
10321,2026-06-19,Friday,June     ,2026,7,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,7.32,32.00,17.30,0.00,17.30,2.05,15.25,2.36,32.44,28.59
5625,2026-06-19,Friday,June     ,2026,15,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,16.95,58.00,41.30,0.00,41.30,4.75,36.55,2.44,42.72,37.81
2172,2026-06-19,Friday,June     ,2026,4,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,6.03,28.00,14.67,0.00,14.67,1.69,12.98,2.43,31.44,27.82
18534,2026-06-19,Friday,June     ,2026,4,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,9.87,44.00,14.12,0.00,14.12,2.76,11.36,1.43,19.25,15.49
2122,2026-06-19,Friday,June     ,2026,2,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,17.70,38.00,40.34,0.00,40.34,4.96,35.38,2.28,63.69,55.87
13116,2026-06-19,Friday,June     ,2026,10,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,24.19,114.00,56.96,0.00,56.96,6.77,50.19,2.35,29.98,26.41
44455,2026-06-19,Friday,June     ,2026,4,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,33.43,68.00,60.76,0.00,60.76,9.36,51.40,1.82,53.61,45.35
19573,2026-06-19,Friday,June     ,2026,2,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,33.96,150.00,89.41,0.00,89.41,9.51,79.90,2.63,35.76,31.96
39996,2026-06-19,Friday,June     ,2026,14,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,6.08,29.00,11.43,0.00,11.43,1.70,9.73,1.88,23.65,20.13
7081,2026-06-19,Friday,June     ,2026,5,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,28.10,135.00,49.09,0.00,49.09,7.87,41.22,1.75,21.82,18.32
32088,2026-06-19,Friday,June     ,2026,22,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,27.76,135.00,49.36,0.00,49.36,7.77,41.59,1.78,21.94,18.48
40847,2026-06-19,Friday,June     ,2026,20,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,4.51,17.00,9.02,0.00,9.02,1.26,7.76,2.00,31.84,27.38
17817,2026-06-19,Friday,June     ,2026,4,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,9.09,24.00,20.65,0.00,20.65,2.55,18.10,2.27,51.63,45.26
21902,2026-06-19,Friday,June     ,2026,1,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,12.08,25.00,27.99,0.00,27.99,3.38,24.61,2.32,67.18,59.06
29100,2026-06-19,Friday,June     ,2026,12,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,13.24,59.00,20.28,0.00,20.28,3.71,16.57,1.53,20.62,16.85
47816,2026-06-19,Friday,June     ,2026,16,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,20.68,79.00,51.30,0.00,51.30,5.79,45.51,2.48,38.96,34.56
42199,2026-06-19,Friday,June     ,2026,3,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,31.35,141.00,44.25,0.00,44.25,8.78,35.47,1.41,18.83,15.09
49158,2026-06-19,Friday,June     ,2026,18,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,9.66,24.00,12.66,0.00,12.66,2.70,9.96,1.31,31.65,24.89
26674,2026-06-19,Friday,June     ,2026,10,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,7.31,36.00,10.05,0.00,10.05,2.05,8.00,1.37,16.75,13.34
29801,2026-06-19,Friday,June     ,2026,2,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,24.03,76.00,53.92,0.00,53.92,6.73,47.19,2.24,42.57,37.26
42932,2026-06-19,Friday,June     ,2026,7,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,12.88,41.00,27.91,0.00,27.91,3.61,24.30,2.17,40.84,35.57
15174,2026-06-19,Friday,June     ,2026,12,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,10.88,44.00,15.33,0.00,15.33,3.05,12.28,1.41,20.90,16.75
12548,2026-06-19,Friday,June     ,2026,1,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,15.60,65.00,40.43,0.00,40.43,4.37,36.06,2.59,37.32,33.29
39773,2026-06-19,Friday,June     ,2026,21,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,18.58,75.00,28.44,0.00,28.44,5.20,23.24,1.53,22.75,18.59
43254,2026-06-19,Friday,June     ,2026,9,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,24.08,61.00,39.76,0.00,39.76,6.74,33.02,1.65,39.11,32.48
11464,2026-06-19,Friday,June     ,2026,11,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,30.16,74.00,69.74,0.00,69.74,8.44,61.30,2.31,56.55,49.70
3009,2026-06-19,Friday,June     ,2026,17,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,22.70,99.00,39.85,0.00,39.85,6.36,33.49,1.76,24.15,20.30
34161,2026-06-19,Friday,June     ,2026,17,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,16.01,58.00,19.54,0.00,19.54,4.48,15.06,1.22,20.21,15.58
6405,2026-06-19,Friday,June     ,2026,5,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,3.54,18.00,8.21,0.00,8.21,0.99,7.22,2.32,27.37,24.06
44837,2026-06-19,Friday,June     ,2026,21,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,3.46,13.00,8.99,0.00,8.99,0.97,8.02,2.60,41.49,37.02
28649,2026-06-19,Friday,June     ,2026,11,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,9.59,48.00,11.73,0.00,11.73,2.69,9.04,1.22,14.66,11.31
30726,2026-06-19,Friday,June     ,2026,14,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,27.60,100.00,61.55,0.00,61.55,7.73,53.82,2.23,36.93,32.29
21437,2026-06-19,Friday,June     ,2026,6,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,17.55,61.00,42.89,0.00,42.89,4.91,37.98,2.44,42.19,37.35
31159,2026-06-19,Friday,June     ,2026,23,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,14.59,45.00,25.68,0.00,25.68,4.09,21.59,1.76,34.24,28.79
34632,2026-06-19,Friday,June     ,2026,6,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,23.50,72.00,33.68,0.00,33.68,6.58,27.10,1.43,28.07,22.58
45217,2026-06-19,Friday,June     ,2026,3,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,34.69,156.00,68.33,0.00,68.33,9.71,58.62,1.97,26.28,22.54
37253,2026-06-19,Friday,June     ,2026,16,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,33.33,100.00,73.14,0.00,73.14,9.33,63.81,2.19,43.88,38.28
47464,2026-06-19,Friday,June     ,2026,17,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,31.06,103.00,75.79,0.00,75.79,8.70,67.09,2.44,44.15,39.08
29460,2026-06-19,Friday,June     ,2026,18,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,26.95,77.00,61.37,0.00,61.37,7.55,53.82,2.28,47.82,41.94
38735,2026-06-19,Friday,June     ,2026,21,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,10.75,47.00,19.91,0.00,19.91,3.01,16.90,1.85,25.42,21.57
12476,2026-06-19,Friday,June     ,2026,10,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,28.13,58.00,48.06,0.00,48.06,7.88,40.18,1.71,49.72,41.57
17815,2026-06-19,Friday,June     ,2026,15,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,30.36,110.00,51.09,0.00,51.09,8.50,42.59,1.68,27.87,23.23
46830,2026-06-19,Friday,June     ,2026,14,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,18.85,89.00,24.93,0.00,24.93,5.28,19.65,1.32,16.81,13.25
11845,2026-06-19,Friday,June     ,2026,21,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,34.37,101.00,54.95,0.00,54.95,9.62,45.33,1.60,32.64,26.93
35159,2026-06-19,Friday,June     ,2026,8,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,28.92,68.00,66.46,0.00,66.46,8.10,58.36,2.30,58.64,51.50
11933,2026-06-19,Friday,June     ,2026,13,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,18.71,62.00,30.42,0.00,30.42,5.24,25.18,1.63,29.44,24.37
19148,2026-06-19,Friday,June     ,2026,10,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,2.88,12.00,7.25,0.00,7.25,0.81,6.44,2.52,36.25,32.22
19837,2026-06-19,Friday,June     ,2026,8,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,28.61,98.00,42.80,0.00,42.80,8.01,34.79,1.50,26.20,21.30
42155,2026-06-19,Friday,June     ,2026,0,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,15.17,39.00,32.48,0.00,32.48,4.25,28.23,2.14,49.97,43.43
24000,2026-06-19,Friday,June     ,2026,3,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,15.05,47.00,35.91,0.00,35.91,4.21,31.70,2.39,45.84,40.46
34438,2026-06-19,Friday,June     ,2026,3,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,24.69,52.00,55.60,0.00,55.60,6.91,48.69,2.25,64.15,56.18
42672,2026-06-19,Friday,June     ,2026,11,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,33.90,133.00,41.86,0.00,41.86,9.49,32.37,1.23,18.88,14.60
15340,2026-06-19,Friday,June     ,2026,14,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,6.29,24.00,12.61,0.00,12.61,1.76,10.85,2.00,31.53,27.12
48665,2026-06-19,Friday,June     ,2026,14,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,22.52,97.00,59.78,0.00,59.78,6.31,53.47,2.65,36.98,33.08
20234,2026-06-19,Friday,June     ,2026,23,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,18.22,86.00,28.57,0.00,28.57,5.10,23.47,1.57,19.93,16.37
48634,2026-06-19,Friday,June     ,2026,10,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,10.60,22.00,16.82,0.00,16.82,2.97,13.85,1.59,45.87,37.78
3859,2026-06-19,Friday,June     ,2026,1,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,14.05,67.00,19.18,0.00,19.18,3.93,15.25,1.37,17.18,13.65
8485,2026-06-19,Friday,June     ,2026,12,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,8.83,42.00,17.82,0.00,17.82,2.47,15.35,2.02,25.46,21.93
8163,2026-06-19,Friday,June     ,2026,18,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,2.69,6.00,7.04,0.00,7.04,0.75,6.29,2.62,70.40,62.87
34202,2026-06-19,Friday,June     ,2026,5,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,29.54,81.00,82.45,0.00,82.45,8.27,74.18,2.79,61.07,54.95
46926,2026-06-19,Friday,June     ,2026,19,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,11.73,44.00,32.49,0.00,32.49,3.28,29.21,2.77,44.30,39.83
14832,2026-06-19,Friday,June     ,2026,22,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,7.01,19.00,14.49,0.00,14.49,1.96,12.53,2.07,45.76,39.56
38755,2026-06-19,Friday,June     ,2026,15,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,16.87,63.00,27.86,0.00,27.86,4.72,23.14,1.65,26.53,22.03
42191,2026-06-19,Friday,June     ,2026,2,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,32.09,71.00,76.64,0.00,76.64,8.99,67.65,2.39,64.77,57.17
37643,2026-06-19,Friday,June     ,2026,18,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,15.54,31.00,40.67,0.00,40.67,4.35,36.32,2.62,78.72,70.29
43870,2026-06-19,Friday,June     ,2026,2,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,2.64,8.00,5.29,0.00,5.29,0.74,4.55,2.00,39.68,34.13
25837,2026-06-19,Friday,June     ,2026,20,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,23.48,74.00,48.16,0.00,48.16,6.57,41.59,2.05,39.05,33.72
49342,2026-06-19,Friday,June     ,2026,1,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,30.79,71.00,40.63,0.00,40.63,8.62,32.01,1.32,34.34,27.05
38614,2026-06-19,Friday,June     ,2026,21,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,13.80,68.00,16.62,0.00,16.62,3.86,12.76,1.20,14.66,11.26
10434,2026-06-19,Friday,June     ,2026,4,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,3.03,10.00,7.41,0.00,7.41,0.85,6.56,2.45,44.46,39.37
24592,2026-06-19,Friday,June     ,2026,12,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,13.54,28.00,20.35,0.00,20.35,3.79,16.56,1.50,43.61,35.48
15240,2026-06-19,Friday,June     ,2026,2,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,4.85,10.00,10.88,0.00,10.88,1.36,9.52,2.24,65.28,57.13
26938,2026-06-19,Friday,June     ,2026,4,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,3.10,13.00,5.60,0.00,5.60,0.87,4.73,1.81,25.85,21.84
36236,2026-06-19,Friday,June     ,2026,3,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,3.63,12.00,8.94,0.00,8.94,1.02,7.92,2.46,44.70,39.62
33923,2026-06-19,Friday,June     ,2026,13,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,27.16,77.00,50.18,0.00,50.18,7.60,42.58,1.85,39.10,33.18
33154,2026-06-19,Friday,June     ,2026,2,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,10.25,26.00,18.18,0.00,18.18,2.87,15.31,1.77,41.95,35.33
2915,2026-06-19,Friday,June     ,2026,6,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,19.54,79.00,30.39,0.00,30.39,5.47,24.92,1.56,23.08,18.93
16159,2026-06-19,Friday,June     ,2026,22,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,33.49,89.00,43.18,0.00,43.18,9.38,33.80,1.29,29.11,22.79
12259,2026-06-19,Friday,June     ,2026,20,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,21.19,65.00,53.19,0.00,53.19,5.93,47.26,2.51,49.10,43.62
31194,2026-06-19,Friday,June     ,2026,7,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,23.44,75.00,42.66,0.00,42.66,6.56,36.10,1.82,34.13,28.88
38080,2026-06-19,Friday,June     ,2026,5,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,12.37,54.00,16.00,0.00,16.00,3.46,12.54,1.29,17.78,13.93
40775,2026-06-19,Friday,June     ,2026,13,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,30.57,140.00,49.90,0.00,49.90,8.56,41.34,1.63,21.39,17.72
13288,2026-06-19,Friday,June     ,2026,12,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,2.16,9.00,4.01,0.00,4.01,0.60,3.41,1.86,26.73,22.70
3056,2026-06-19,Friday,June     ,2026,13,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,33.71,69.00,44.09,0.00,44.09,9.44,34.65,1.31,38.34,30.13
43826,2026-06-19,Friday,June     ,2026,2,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,28.66,79.00,50.58,0.00,50.58,8.02,42.56,1.76,38.42,32.32
17435,2026-06-19,Friday,June     ,2026,6,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,25.76,63.00,38.22,0.00,38.22,7.21,31.01,1.48,36.40,29.53
4406,2026-06-19,Friday,June     ,2026,23,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,28.94,139.00,41.25,0.00,41.25,8.10,33.15,1.43,17.81,14.31
